WKT,name,description
"POLYGON ((106.724983 -6.0896291, 106.7095335 -6.0950912, 106.6995771 -6.0961154, 106.6861875 -6.0961154, 106.6882474 -6.1043085, 106.6947706 -6.108405, 106.6896207 -6.1155738, 106.6882474 -6.1258147, 106.6889341 -6.1350314, 106.6903074 -6.1418585, 106.6865308 -6.153123, 106.6885908 -6.1640459, 106.6896207 -6.1736033, 106.71228 -6.1831605, 106.7181165 -6.1865738, 106.7163999 -6.1934002, 106.7253263 -6.1934002, 106.7242963 -6.2022744, 106.7225797 -6.2080767, 106.7184598 -6.2152441, 106.7163999 -6.2237767, 106.7373426 -6.2230941, 106.7455823 -6.2302613, 106.7442091 -6.2367459, 106.7483289 -6.2428891, 106.7483289 -6.2531276, 106.7545087 -6.2585881, 106.7531354 -6.2667786, 106.7500455 -6.2739453, 106.7572553 -6.2763341, 106.7630918 -6.2845244, 106.7692716 -6.2927146, 106.7754514 -6.3073883, 106.7785413 -6.3176256, 106.8080671 -6.3145544, 106.8077238 -6.3234266, 106.8012006 -6.3319574, 106.7987974 -6.3401468, 106.7933042 -6.3493597, 106.7926176 -6.3602785, 106.7987974 -6.3653966, 106.810127 -6.3640318, 106.8169935 -6.3568664, 106.8307264 -6.356184, 106.8389661 -6.351407, 106.8386228 -6.3428765, 106.8461759 -6.3411704, 106.852699 -6.3370758, 106.8551023 -6.3469712, 106.8592222 -6.3534543, 106.8647153 -6.3568664, 106.8712385 -6.3524306, 106.8832548 -6.3677851, 106.8911512 -6.3698323, 106.9028242 -6.3698323, 106.9062574 -6.3609609, 106.9131238 -6.364373, 106.9169004 -6.3534543, 106.919647 -6.3377582, 106.9199903 -6.3268389, 106.9220502 -6.3053409, 106.9155271 -6.2978334, 106.9096906 -6.2899846, 106.9086607 -6.273604, 106.9045408 -6.2626834, 106.9110639 -6.2558578, 106.9172437 -6.2527863, 106.9247968 -6.2555166, 106.9443662 -6.2531276, 106.9436796 -6.2384524, 106.9502027 -6.2193398, 106.9567258 -6.2186572, 106.9608457 -6.2121724, 106.9670255 -6.2067115, 106.9666822 -6.1944241, 106.9721754 -6.1858911, 106.971832 -6.168142, 106.9725187 -6.1466374, 106.9701154 -6.1261561, 106.9708021 -6.1005533, 106.9694288 -6.0920188, 106.9570692 -6.0954326, 106.9546659 -6.0892877, 106.9488294 -6.0906533, 106.9484861 -6.0971395, 106.9371564 -6.0971395, 106.9230802 -6.098505, 106.9230802 -6.0810944, 106.9000776 -6.0817772, 106.8987043 -6.0954326, 106.8781049 -6.0967981, 106.8684919 -6.1073809, 106.8592222 -6.1128428, 106.8454893 -6.1203529, 106.8276365 -6.117622, 106.8149335 -6.1172806, 106.8070371 -6.1172806, 106.8032606 -6.0944085, 106.788841 -6.0961154, 106.7891843 -6.1073809, 106.7788846 -6.108405, 106.7716749 -6.1022602, 106.7600019 -6.1015775, 106.7514188 -6.1026016, 106.7514188 -6.0950912, 106.7582853 -6.0769977, 106.7514188 -6.0739251, 106.7435224 -6.0858738, 106.734596 -6.0855325, 106.724983 -6.0896291))",Kota DKI Jakarta,
