WKT,name,description
"POLYGON ((106.818446 -6.3053403, 106.8162359 -6.3050418, 106.8162573 -6.3057242, 106.8165363 -6.3063001, 106.8169654 -6.3070252, 106.8166865 -6.3078357, 106.8164504 -6.307985, 106.8162037 -6.307985, 106.8160883 -6.308001, 106.815973 -6.3081663, 106.8158496 -6.3083902, 106.8157853 -6.3092647, 106.8156565 -6.3097339, 106.815914 -6.3101817, 106.8161715 -6.3105656, 106.8169601 -6.3104963, 106.8173651 -6.310387, 106.8177164 -6.3103097, 106.8177164 -6.3109495, 106.8176735 -6.31176, 106.8176306 -6.3122719, 106.8177594 -6.3147672, 106.817459 -6.3150071, 106.8170727 -6.3151297, 106.8164504 -6.3151404, 106.8164397 -6.3156069, 106.8163646 -6.3159882, 106.8172658 -6.3162174, 106.8176735 -6.3162388, 106.8181027 -6.3160468, 106.8183173 -6.3163881, 106.8187732 -6.316516, 106.819197 -6.3168146, 106.8190897 -6.3172145, 106.8204577 -6.3173585, 106.8205864 -6.3174598, 106.8217076 -6.3174971, 106.8234242 -6.3173478, 106.8237031 -6.3173798, 106.8237675 -6.3175397, 106.8237407 -6.3177104, 106.8247867 -6.3177797, 106.8248618 -6.3172625, 106.825055 -6.3159189, 106.8253125 -6.314298, 106.8257631 -6.3114614, 106.8260206 -6.3110562, 106.8265785 -6.3114187, 106.8268145 -6.310459, 106.8270076 -6.3086248, 106.82454 -6.3084755, 106.8246473 -6.3063427, 106.8230594 -6.3063854, 106.8225659 -6.3067053, 106.8205274 -6.3065347, 106.8205703 -6.3057882, 106.8187625 -6.3053563, 106.818446 -6.3053403))",Kebun Binatang Ragunan,
