WKT,name,description
"POLYGON ((106.883236 -6.2992884, 106.8840943 -6.3028289, 106.8850813 -6.3040659, 106.8875704 -6.3055162, 106.8920765 -6.3059427, 106.8965397 -6.3072651, 106.9001017 -6.3092272, 106.9017754 -6.3105922, 106.9041787 -6.311232, 106.904522 -6.3103363, 106.9042645 -6.3095258, 106.9051657 -6.3090139, 106.9053803 -6.3079475, 106.9045649 -6.307649, 106.9052945 -6.3063266, 106.906024 -6.3064973, 106.9066248 -6.3045351, 106.9057665 -6.3042792, 106.9059382 -6.2995017, 106.9020758 -6.2993737, 106.9008313 -6.2988618, 106.883236 -6.2992884))",Taman Mini Indonesia Indah,
